City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
366,punta alta,-38.8759,-62.0736,68.07,57,100,19.19,AR,1680749403
367,kaitangata,-46.2817,169.8464,50.94,72,90,14.12,NZ,1680749332
368,abu samrah,35.3029,37.1841,51.31,83,0,15.3,SY,1680749405
369,edson,53.5835,-116.4356,41.14,33,0,6.91,CA,1680749406
370,san-pedro,4.7485,-6.6363,78.28,88,40,5.06,CI,1680749406
371,muhos,64.808,25.9931,22.78,98,72,4.9,FI,1680749406
372,berdigestyakh,62.0989,126.6992,5.34,78,100,9.91,RU,1680749406
373,zharkent,44.1628,80.0,57.88,20,76,4.74,KZ,1680749406
374,pundaguitan,6.3711,126.1689,79.84,77,83,1.83,PH,1680749406
375,marand,38.4329,45.7749,50.11,60,1,4.05,IR,1680749407
376,artesia,33.8658,-118.0831,64.54,44,0,13.8,US,1680749407
377,tashara,55.5195,83.5094,37.0,73,83,11.88,RU,1680749407
378,ereymentau,51.6199,73.1033,47.26,39,0,5.82,KZ,1680749407
379,itarema,-2.9248,-39.9167,75.6,88,100,5.53,BR,1680749137
380,quatre cocos,-20.2078,57.7625,75.09,80,30,7.4,MU,1680749407
381,chiang khong,20.2613,100.4046,92.64,19,4,1.92,TH,1680749407
382,nemuro,43.3236,145.575,39.74,90,100,8.95,JP,1680749358
383,kamina,-8.7386,24.9906,64.0,99,100,3.06,CD,1680749408
384,henties bay,-22.116,14.2845,62.89,87,43,5.97,NA,1680749376
385,saint-pierre,-21.3393,55.4781,74.88,69,45,5.75,RE,1680749408
386,belyy yar,53.6039,91.3903,30.09,43,0,6.71,RU,1680749371
387,vagur,61.4732,-6.8119,44.82,91,85,7.4,FO,1680749408
388,matara,5.9485,80.5353,82.24,74,1,2.86,LK,1680749352
389,birobidzhan,48.8,132.95,48.18,24,100,8.34,RU,1680749409
390,karratha,-20.7377,116.8463,90.32,43,23,6.13,AU,1680749409
391,solnechnyy,50.7214,136.6319,41.61,41,100,5.44,RU,1680749362
392,grez-doiceau,50.739,4.6983,44.55,62,75,8.05,BE,1680749409
393,shancheng,34.7953,116.0817,60.28,59,100,11.18,CN,1680749409
394,puerto colombia,10.9878,-74.9547,78.89,85,1,29.39,CO,1680749409
395,shirokiy,49.758,129.523,48.09,24,100,8.57,RU,1680749409
396,bandundu,-3.3167,17.3667,72.25,98,100,3.44,CD,1680749409
397,durant,33.994,-96.3708,55.56,43,0,9.22,US,1680749410
398,jiuquan,39.7432,98.5174,42.3,18,0,3.47,CN,1680749410
399,sechura,-5.5569,-80.8222,81.84,71,86,8.66,PE,1680749410
400,benidorm,38.5382,-0.131,57.78,64,0,0.87,ES,1680749410
401,san quintin,30.4833,-115.95,55.69,67,1,10.11,MX,1680749349
402,orumiyeh,37.5527,45.0761,53.15,26,20,18.41,IR,1680749410
403,makat,47.6469,53.3463,55.76,37,8,6.42,KZ,1680749410
404,adrar,20.5022,-10.0711,62.76,41,4,9.71,MR,1680749342
405,coxim,-18.5067,-54.76,73.65,84,81,4.36,BR,1680749410
406,honiara,-9.4333,159.95,83.35,81,100,4.61,SB,1680749340
407,dakar,14.6937,-17.4441,72.48,77,98,19.01,SN,1680749395
408,ararat,39.8317,44.7049,48.54,54,10,2.08,AM,1680749411
409,nabire,-3.3667,135.4833,75.65,91,100,2.26,ID,1680749328
410,taksimo,56.3444,114.8794,16.7,45,53,4.05,RU,1680749411
411,grand gaube,-20.0064,57.6608,75.38,77,10,1.99,MU,1680749331
412,valenza,45.0141,8.6414,40.08,68,9,4.23,IT,1680749411
413,broome,42.2506,-75.833,65.01,84,100,9.22,US,1680749411
414,moose factory,51.2585,-80.6094,28.4,80,100,14.97,CA,1680749326
415,stornoway,58.2093,-6.3865,46.36,94,100,5.75,GB,1680749412
416,uthal,25.8072,66.6219,74.84,56,0,3.78,PK,1680749412
417,margate,51.3813,1.3862,47.89,90,100,3.0,GB,1680749356
418,nyurba,63.2842,118.3319,11.3,88,100,10.36,RU,1680749412
419,edgewater,28.9889,-80.9023,75.29,87,0,8.05,US,1680749366
420,kandry,54.5667,54.1167,42.66,84,0,4.74,RU,1680749412
421,quang ngai,15.1167,108.8,87.48,64,29,7.29,VN,1680749412
422,sambava,-14.2667,50.1667,74.34,89,37,6.46,MG,1680749413
423,curuca,-0.7289,-47.8481,74.82,93,100,4.81,BR,1680749413
424,parrita,9.5201,-84.3225,80.74,76,14,2.13,CR,1680749413
425,anadyr,64.75,177.4833,7.3,85,75,4.47,RU,1680749413
426,port lincoln,-34.7333,135.8667,73.02,41,4,15.21,AU,1680749413
427,abonnema,4.7084,6.7931,78.51,90,84,4.88,NG,1680749414
428,ponta delgada,37.7333,-25.6667,57.92,94,75,2.3,PT,1680749414
429,caraballeda,10.6112,-66.8522,80.37,80,80,10.36,VE,1680749414
430,port hardy,50.6996,-127.4199,44.78,76,100,26.46,CA,1680749327
431,marshall,34.3834,-86.3333,69.4,84,0,4.61,US,1680749414
432,port elizabeth,-33.918,25.5701,60.31,97,5,4.61,ZA,1680749211
433,gaoua,10.2992,-3.2508,78.12,71,100,3.42,BF,1680749414
434,nakuru,-0.2833,36.0667,56.57,92,97,1.81,KE,1680749415
435,ozernovskiy,51.5,156.5167,31.53,78,7,10.78,RU,1680749415
436,naze,28.3667,129.4833,70.72,87,100,14.85,JP,1680749339
437,mundo nuevo,18.7,-95.5,83.75,53,37,9.35,MX,1680749415
438,kelapa sawit,1.6698,103.5327,85.08,72,70,7.27,MY,1680749415
439,maniitsoq,65.4167,-52.9,21.15,43,21,11.68,GL,1680749337
440,paamiut,61.994,-49.6678,28.44,80,9,5.19,GL,1680749335
441,nishihara,26.1842,127.7558,76.66,71,75,17.27,JP,1680749339
442,liverpool,53.4106,-2.9779,50.65,95,75,5.01,GB,1680749416
443,comodoro rivadavia,-45.8667,-67.5,66.06,42,0,19.57,AR,1680749416
444,soeng sang,14.4264,102.4606,94.84,38,96,5.91,TH,1680749416
445,bandarbeyla,9.4942,50.8122,80.74,79,15,6.17,SO,1680749334
446,boyolangu,-8.1181,111.8935,84.34,68,52,6.64,ID,1680749416
447,ormara,25.2088,64.6357,74.75,66,0,3.02,PK,1680749416
448,harstad,68.799,16.5293,37.15,79,100,8.23,NO,1680749416
449,acapulco,16.8634,-99.8901,80.42,74,20,3.44,MX,1680749129
450,pangody,65.85,74.4859,-10.08,88,99,20.71,RU,1680749416
451,nancha,47.1333,129.2667,52.75,16,76,3.91,CN,1680749417
452,asau,46.4333,26.4,29.32,97,100,4.38,RO,1680749367
453,morondava,-20.2833,44.2833,74.61,89,82,6.17,MG,1680749376
454,hato mayor,18.7629,-69.256,71.02,85,0,8.19,DO,1680749417
455,sitka,57.0531,-135.33,44.49,61,100,19.57,US,1680749333
456,akonolinga,3.7667,12.25,69.26,98,100,2.21,CM,1680749417
457,murwillumbah,-28.3167,153.4,78.98,61,75,10.36,AU,1680749417
458,tonj,7.2737,28.6822,79.23,49,100,2.77,SS,1680749417
459,kargasok,59.0556,80.8572,35.6,87,100,11.1,RU,1680749418
460,keelung,25.1283,121.7419,84.06,74,79,2.53,TW,1680749418
461,praya,14.9215,-23.5087,72.14,78,20,21.85,CV,1680749418
462,pimenta bueno,-11.6725,-61.1936,71.04,98,99,2.35,BR,1680749418
463,sao filipe,14.8961,-24.4956,72.12,81,100,8.39,CV,1680749366
464,kerema,-7.9631,145.7785,85.41,67,99,6.35,PG,1680749347
465,antalaha,-14.9003,50.2788,73.63,86,16,5.5,MG,1680749331
466,perrelos,10.1169,123.6738,85.71,62,84,2.68,PH,1680749419
467,roebourne,-20.7833,117.1333,91.09,42,15,3.78,AU,1680749419
468,alice springs,-23.7,133.8833,87.35,40,75,12.66,AU,1680749334
469,california city,35.1258,-117.9859,56.79,28,0,8.05,US,1680749419
470,diu,20.7141,70.9822,80.65,46,30,6.2,IN,1680749419
471,verin,41.9415,-7.4381,51.57,68,34,2.46,ES,1680749420
472,jumla,29.2747,82.1838,55.4,21,0,1.54,NP,1680749369
473,north bend,43.4065,-124.2243,48.24,94,100,6.91,US,1680749420
474,kieta,-6.2167,155.6333,84.31,73,100,5.17,PG,1680749330
475,abha,18.2164,42.5053,55.65,88,20,6.91,SA,1680749420
476,hamilton,39.1834,-84.5333,62.06,95,100,10.36,US,1680749120
477,micheweni,-4.9667,39.8333,78.67,81,100,1.59,TZ,1680749420
478,porto novo,6.4965,2.6036,82.22,84,71,5.7,BJ,1680749420
479,kodinsk,58.6881,99.1844,27.19,70,100,9.82,RU,1680749420
480,prince rupert,54.3161,-130.3201,44.29,87,100,34.52,CA,1680749340
481,spas-klepiki,55.1347,40.1767,39.92,92,100,10.58,RU,1680749421
482,narsaq,60.9167,-46.05,32.22,93,92,4.14,GL,1680749331
483,buinsk,54.95,48.2833,43.86,91,34,12.66,RU,1680749421
484,york,40.1254,-77.0,74.7,69,75,9.22,US,1680749421
485,buraydah,26.326,43.975,66.65,17,40,9.42,SA,1680749421
486,boden,65.8252,21.6886,15.8,95,100,5.03,SE,1680749421
487,marzuq,14.4,46.4667,69.94,52,44,5.84,YE,1680749421
488,tessalit,20.1986,1.0114,75.87,10,22,2.66,ML,1680749422
489,nouadhibou,20.931,-17.0347,64.38,77,6,20.71,MR,1680749372
490,guiratinga,-16.3494,-53.7583,73.74,74,83,3.96,BR,1680749422
491,winchester,51.0651,-1.3187,50.68,98,100,6.91,GB,1680749124
492,baykit,61.67,96.37,25.12,95,100,10.11,RU,1680749422
493,lookan,5.037,120.1027,84.0,69,100,10.11,PH,1680749422
494,neuenburg,46.9918,6.931,36.77,78,0,3.44,CH,1680749422
495,kailua,21.4022,-157.7394,82.38,74,75,14.97,US,1680749422
496,bamberg,49.8795,10.8863,29.53,71,25,3.24,DE,1680749422
497,amos,48.5669,-78.1162,27.7,95,100,14.65,CA,1680749423
498,jardim,-21.4803,-56.1381,69.53,92,100,2.44,BR,1680749423
499,aykhal,66.0,111.5,15.33,86,100,20.2,RU,1680749341
500,shiyan,32.6475,110.7781,60.71,28,47,12.93,CN,1680749423
501,aksarka,66.5606,67.7975,-11.94,87,6,17.36,RU,1680749334
502,young,-32.6833,-57.6333,67.33,61,100,12.97,UY,1680749423
503,talnakh,69.4865,88.3972,-20.79,92,34,13.67,RU,1680749371
504,sabzevar,36.2126,57.6819,58.26,31,0,1.21,IR,1680749423
505,quatre soeurs,-20.2992,57.7706,75.34,94,20,2.3,MU,1680749423
506,clinton,42.587,-82.9199,64.42,82,40,13.8,US,1680749424
507,iberia,29.9502,-91.7507,78.87,83,0,8.05,US,1680749424
508,vanimo,-2.6741,141.3028,84.61,70,100,3.47,PG,1680749355
509,obo,5.3998,26.4869,69.82,75,99,3.78,CF,1680749424
510,la ronge,55.1001,-105.2842,26.85,33,20,1.14,CA,1680749424
511,ostersund,63.1792,14.6357,28.85,64,100,6.91,SE,1680749424
512,tura,25.5198,90.2201,81.27,49,0,5.19,IN,1680749371
513,takoradi,4.8845,-1.7554,79.05,87,70,5.23,GH,1680749424
514,andilamena,-17.0167,48.5833,65.8,90,100,3.27,MG,1680749425
515,changji,44.0167,87.3167,52.59,13,0,2.24,CN,1680749425
516,tautira,-17.7333,-149.15,82.67,75,89,7.34,PF,1680749371
517,ambilobe,-13.2,49.05,71.37,95,29,2.91,MG,1680749425
518,tiarei,-17.5333,-149.3333,86.02,74,71,6.6,PF,1680749329
519,gorontalo,0.5412,123.0595,87.82,63,92,4.16,ID,1680749425
520,sungaipenuh,-2.0833,101.3833,76.15,59,99,3.47,ID,1680749425
521,palana,59.1167,159.9667,24.42,74,100,20.42,RU,1680749425
522,fairbanks,64.8378,-147.7164,25.61,67,100,12.66,US,1680749379
523,bambanglipuro,-7.95,110.2833,82.9,73,48,6.69,ID,1680749426
524,sangar,63.9242,127.4739,0.66,80,100,11.16,RU,1680749426
525,rincon,32.296,-81.2354,73.36,88,40,8.05,US,1680749371
526,bardiyah,31.7561,25.0865,58.41,68,0,5.01,LY,1680749426
527,porto santo,33.072,-16.3415,61.18,82,20,16.11,PT,1680749426
528,constitucion,-35.3333,-72.4167,56.44,65,39,6.53,CL,1680749426
529,bilibino,68.0546,166.4372,15.35,76,37,2.13,RU,1680749345
530,san vicente,-26.6167,-54.1333,61.38,99,100,3.67,AR,1680749426
531,pacifica,37.6138,-122.4869,54.57,80,75,18.41,US,1680749193
532,dubbo,-32.25,148.6167,75.33,43,72,10.36,AU,1680749369
533,tubuala,9.5167,-79.0333,78.46,87,98,13.06,PA,1680749427
534,mirnyy,62.5353,113.9611,10.24,60,100,13.0,RU,1680749427
535,zyryanka,65.75,150.85,20.35,80,100,3.27,RU,1680749333
536,aklavik,68.2191,-135.0107,6.06,93,100,8.95,CA,1680749376
537,warri,5.5167,5.75,79.02,88,96,3.62,NG,1680749427
538,basco,20.4487,121.9702,77.83,74,100,10.11,PH,1680749427
539,freeport,40.6576,-73.5832,51.78,91,100,8.05,US,1680749427
540,luena,-11.7833,19.9167,62.74,96,100,1.77,AO,1680749427
541,kemijarvi,66.7131,27.4306,30.67,86,100,7.83,FI,1680749427
542,santa maria,-29.6842,-53.8069,69.1,78,75,10.36,BR,1680749210
543,tukrah,32.5341,20.5791,58.33,54,67,8.32,LY,1680749428
544,mosquera,4.7059,-74.2302,55.49,88,75,3.44,CO,1680749428
545,gimli,50.6336,-96.9907,19.42,93,100,16.11,CA,1680749338
546,mhango,-3.2833,32.85,62.82,95,100,0.6,TZ,1680749428
547,touros,-5.1989,-35.4608,76.48,90,100,12.15,BR,1680749340
548,astoria,46.1879,-123.8313,46.44,93,100,1.01,US,1680749428
549,umea,63.8284,20.2597,17.53,79,0,3.44,SE,1680749428
550,sabha,27.0377,14.4283,73.2,14,42,18.39,LY,1680749428
551,audru,58.4086,24.3739,35.96,100,100,5.75,EE,1680749428
552,poshekhonye,58.4993,39.1353,28.47,93,23,7.25,RU,1680749429
553,darab,28.7519,54.5444,62.24,36,0,2.19,IR,1680749429
554,north myrtle beach,33.816,-78.68,71.69,96,0,9.22,US,1680749429
555,sennoy,52.1509,46.9631,50.41,68,72,5.3,RU,1680749429
556,southbridge,42.0751,-72.0334,41.36,97,100,3.0,US,1680749429
557,dzaoudzi,-12.7887,45.2699,75.09,94,0,5.75,YT,1680749430
558,shuyskoye,59.3736,41.0305,28.9,87,98,8.75,RU,1680749430
